avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-0.34846212121212117,0.7,3.065,0.009997382962924335,0.1,-5491.066477966503,12592,0.0,0.0,0.001,0.10230207131476292
-0.43145021645021653,0.76,2.88,0.009997382962924335,0.08,-5575.356521256547,12744,0.0,0.0,0.001,0.10205967067007228
-0.14547252747252748,0.61,3.36,0.009997382962924335,0.13,-5604.451026751054,12866,0.0,0.0,0.001,0.10236008816730284
-0.3739047619047619,0.73,2.945,0.009997382962924335,0.09,-5678.231979132008,13011,0.0,0.0,0.001,0.10222860486144354
-0.39225,0.715,2.94,0.009997382962924335,0.095,-5756.68197913201,13154,0.0,0.0,0.001,0.10215251828851113
-0.3136884920634921,0.7,2.955,0.009997382962924335,0.1,-5819.419677544711,13294,0.0,0.0,0.001,0.1021300973907609
-0.2848333333333334,0.67,2.87,0.009997382962924335,0.11,-5876.386344211381,13428,0.0,0.0,0.001,0.1022112262254523
-0.23623611111111115,0.625,2.955,0.009997382962924335,0.125,-5922.633566433606,13552,0.0,0.0,0.001,0.10244375286975155
-0.3177301587301588,0.67,2.75,0.009997382962924335,0.11,-5986.1795981796395,13686,0.0,0.0,0.001,0.10252007474369981
-0.3416130952380952,0.7,2.85,0.009997382962924335,0.1,-6054.50221722726,13826,0.0,0.0,0.001,0.10249487525623718
-0.3546666666666667,0.685,2.965,0.009997382962924335,0.105,-6125.4355505605945,13963,0.0,0.0,0.001,0.10251967724370081
-0.22500396825396826,0.64,3.04,0.009997382962924335,0.12,-6169.43634421139,14090,0.0,0.0,0.001,0.10269104455663938
-0.3239861111111111,0.67,2.97,0.009997382962924335,0.11,-6238.433566433613,14227,0.0,0.0,0.001,0.10276200184457066
-0.15457738095238097,0.655,3.065,0.009997382962924335,0.115,-6265.1490426240925,14355,0.0,0.0,0.001,0.10287966924667083
-0.3220315656565657,0.715,3.03,0.009997382962924335,0.095,-6329.555355755407,14498,0.0,0.0,0.001,0.10280462835103091
-0.21361309523809524,0.64,3.18,0.009997382962924335,0.12,-6371.277974803028,14625,0.0,0.0,0.001,0.10296684118673648
-0.29586904761904764,0.7,2.81,0.009997382962924335,0.1,-6430.45178432684,14765,0.0,0.0,0.001,0.10293911499462642
-0.373625,0.715,2.945,0.009997382962924335,0.095,-6507.176784326841,14908,0.0,0.0,0.001,0.1028656080737003
-0.4805595238095238,0.76,2.73,0.009997382962924335,0.08,-6602.288689088748,15059,0.0,0.0,0.001,0.10265584147516169
-0.31004166666666666,0.745,2.84,0.009997382962924335,0.085,-6662.2970224220835,15208,0.0,0.0,0.001,0.10249534112085815
-0.41041450216450215,0.745,2.98,0.009997382962924335,0.085,-6744.379922854986,15357,0.0,0.0,0.001,0.10233773253457051
-0.23314682539682544,0.67,2.815,0.009997382962924335,0.11,-6791.009287934354,15491,0.0,0.0,0.001,0.10240614258292041
-0.27798226773226775,0.655,3.055,0.009997382962924335,0.115,-6847.605741480809,15621,0.0,0.0,0.001,0.10251758771735764
-0.44564682539682543,0.79,2.725,0.009997382962924335,0.07,-6934.735106560175,15779,0.0,0.0,0.001,0.1022323582299022
-0.3328333333333333,0.73,2.705,0.009997382962924335,0.09,-7001.301773226844,15925,0.0,0.0,0.001,0.1021259945219773
-0.36811904761904757,0.73,2.99,0.009997382962924335,0.09,-7074.925582750655,16071,0.0,0.0,0.001,0.10202146459204345
-0.4345158730158731,0.775,2.92,0.009997382962924335,0.075,-7160.828757353831,16225,0.0,0.0,0.001,0.10179052177257382
-0.3205833333333334,0.73,3.07,0.009997382962924335,0.09,-7226.945424020501,16371,0.0,0.0,0.001,0.10169060633024024
-0.24340476190476193,0.67,3.06,0.009997382962924335,0.11,-7273.626376401457,16505,0.0,0.0,0.001,0.10176043023402379
-0.41233333333333333,0.745,2.785,0.009997382962924335,0.085,-7358.093043068125,16654,0.0,0.0,0.001,0.10162076580142494
-0.28239087301587307,0.67,3.16,0.009997382962924335,0.11,-7413.5712176713005,16787,0.0,0.0,0.001,0.10169001280938804
-0.20273809523809525,0.655,3.315,0.009997382962924335,0.115,-7454.118836718922,16918,0.0,0.0,0.001,0.10179910659399205
-0.4415,0.745,2.75,0.009997382962924335,0.085,-7542.418836718923,17067,0.0,0.0,0.001,0.10166253404333157
-0.2371527777777778,0.685,3.08,0.009997382962924335,0.105,-7588.84939227448,17203,0.0,0.0,0.001,0.10168944800612878
